term,coef,se,p_value,odds_ratio,ci_low,ci_high,n,p_fdr_bh
Intercept,-1.9938337219812816,0.2792351486144,9.31007784140812e-13,0.13617237644110808,0.0787769676722979,0.23538499454250386,21779,1.7068476042581555e-12
C(source_type)[T.browser],0.11176728956861302,0.14417855113140185,0.4382211737706265,1.1182526013184373,0.8429710437266476,1.4834304092193125,21779,0.4382211737706265
e0,1.829951683529719,0.18250597586684061,1.1621736801703818e-23,6.233585466401574,4.358988220142971,8.91435943491915,21779,2.55678209637484e-22
e1,2.3616723350292905,0.35610076245820477,3.3109246984528453e-11,10.608677889680877,5.278884680289003,21.319663789443204,21779,5.2028816689973284e-11
e2,1.9632737035404448,0.24769618458908912,2.2606957642429687e-15,7.12260624107442,4.383244404249004,11.573965534802134,21779,5.526145201482812e-15
e3,2.0442242896857614,0.240896737329544,2.1406566131864836e-17,7.723165274730197,4.816592291306436,12.383709945402044,21779,7.849074248350441e-17
e4,2.7612983471043675,0.3247566540260873,1.852805790847647e-17,15.820369951305675,8.371016353060114,29.898890987673383,21779,7.849074248350441e-17
e5,2.654854972739598,0.598488269128111,9.167357086034272e-06,14.222923198162244,4.400939167243856,45.96553976625617,21779,1.1863638581926705e-05
e6,1.9714395405018177,0.29480948059113277,2.2753581767163342e-11,7.181006400956941,4.029381775240396,12.797708384807505,21779,3.8506061452122575e-11
e7,1.6435448194117983,0.1673307879098503,9.041230204879856e-23,5.173476084769965,3.726898830509726,7.181535109185177,21779,9.945353225367842e-22
e8,0.7491225723155744,0.12966169999043944,7.581142417031817e-09,2.115143316869167,1.6404746822199059,2.727156535474398,21779,1.0424070823418748e-08
e9,0.4246771478271133,0.15546911145185663,0.006303041207128833,1.5290966677814863,1.1274491474994013,2.0738288947277663,21779,0.006933345327841716
o0,1.4015338648179643,0.22789654756694147,7.754707331116929e-10,4.061424868261802,2.598298042347426,6.34845259923795,21779,1.1373570752304831e-09
o1,1.9161741881991572,0.23972672340195544,1.3152267122442074e-15,6.794912620911983,4.247411804837578,10.870346377349803,21779,3.61687345867157e-15
o2,1.9233999667825008,0.20996379560151246,5.1596756229995423e-20,6.8441889705992764,4.53520790656382,10.328726627389425,21779,3.7837621235329977e-19
o3,1.2500869435295756,0.17056971128679776,2.3206379522116343e-13,3.4906464333904355,2.49869928232395,4.876382127748041,21779,4.641275904423269e-13
o4,1.6343496051846258,0.1979290572282951,1.490676393482394e-16,5.12612290881982,3.4778304067168597,7.555611689856236,21779,4.684982950944667e-16
o5,2.26111231221748,0.2548520405913781,7.167936267232186e-19,9.593754484407702,5.821758201845361,15.80967843664794,21779,3.942364946977703e-18
o6,2.2484250244336996,0.2929708875942465,1.6597694416869145e-14,9.472804645453635,5.334536942071717,16.821334039928672,21779,3.651492771711212e-14
is_reply,-0.21677918427665036,0.12318059812105964,0.07843350626344885,0.8051077301238889,0.632412658910946,1.0249612305697342,21779,0.08216843513313689
is_note_author,0.6160564598740474,0.17930378996669213,0.0005907522400236622,1.8516117201078885,1.3029371101335518,2.6313364899779956,21779,0.0006840289095010826
log_text_length,0.22954391856834014,0.06229518246395167,0.000228902054934443,1.2580261167160294,1.1134300223135596,1.421400248442303,21779,0.00027976917825320806
