term,coef,se,p_value,odds_ratio,ci_low,ci_high,n,p_fdr_bh,strategy,scope
Intercept,-1.7512988438099781,0.529858238879917,0.0009490136690866422,0.17354838475412698,0.061432209786908,0.4902809447233209,5411,0.0050614062351287585,话题转移,full_hybrid
C(reply_source_type)[T.browser],-18.079899901210375,0.540301756692865,1.6879936293727666e-245,1.4060450621131473e-08,4.876240300072175e-09,4.0542766456023566e-08,5411,2.7007898069964265e-244,话题转移,full_hybrid
is_author,0.5752022408107406,0.4285605035636835,0.17953998133281568,1.7774899715785584,0.7673775577114851,4.117230908452273,5411,0.4932045360491775,话题转移,full_hybrid
source_negative,-0.20609495256811758,0.34777792445185846,0.5534455020151829,0.813755804410948,0.41158501413433873,1.6088984935597574,5411,0.7763327646392775,话题转移,full_hybrid
is_author:source_negative,-0.7216855775065179,0.7827745523521186,0.35655027265517436,0.48593248839105774,0.10477671675813212,2.2536532025431923,5411,0.6897160924989421,话题转移,full_hybrid
log_reply_length,-0.8162285103507838,0.13195580752087258,6.185877330978178e-10,0.4420958742532579,0.34134489413381436,0.5725844018488011,5411,4.9487018647825425e-09,话题转移,full_hybrid
e0,-0.05619025694582104,0.3862997541549016,0.8843495453432286,0.9453592576143358,0.4433757053210335,2.0156813177438915,5411,0.8843495453432286,话题转移,full_hybrid
e1,0.43634019855583,0.33021512684947396,0.18637415211577713,1.5470350043107208,0.8098700712314602,2.9551867510346166,5411,0.4932045360491775,话题转移,full_hybrid
e2,0.1571016780766355,0.39283403784956555,0.6892163978326077,1.1701145828527717,0.5418028787116682,2.5270595465649923,5411,0.7876758832372659,话题转移,full_hybrid
e3,0.17069251965479382,0.3022067466318919,0.5721959656682205,1.1861259825187576,0.655974932288051,2.1447387349068605,5411,0.7763327646392775,话题转移,full_hybrid
e4,0.42586310403253563,0.49328924439219823,0.38796530203065493,1.530911185219765,0.5821752178421623,4.025745145452756,5411,0.6897160924989421,话题转移,full_hybrid
e5,-1.2677626460545917,1.0241768240542954,0.21577698452151517,0.2814606449266778,0.03781122657169278,2.0951474423167546,5411,0.4932045360491775,话题转移,full_hybrid
e6,-0.43839214966186807,0.9120954779879956,0.6307703712694129,0.6450727681828042,0.10794868685053376,3.8547840496400485,5411,0.7763327646392775,话题转移,full_hybrid
e7,-0.5288192731710198,0.3328715467377507,0.11213747163462655,0.5893003618110112,0.3068956459115154,1.1315732922803197,5411,0.4485498865385062,话题转移,full_hybrid
e8,-0.23439231194394275,0.4278827985150596,0.5838322640105164,0.7910514160939837,0.3419664667951147,1.82989387459214,5411,0.7763327646392775,话题转移,full_hybrid
e9,0.11318564618246424,0.5752292527770303,0.8440105405926567,1.1198398076376772,0.36266936889658113,3.457808412619464,5411,0.8843495453432286,话题转移,full_hybrid
