term,coef,se,p_value,odds_ratio,ci_low,ci_high,n,p_fdr_bh,strategy,scope
Intercept,-5.743231193528748,0.8074569910101861,1.1376192398405689e-12,0.0032043975008719957,0.0006583019140638357,0.015597954561923064,2253,1.82019078374491e-12,话题转移,adjudicated_plus_high
C(reply_source_type)[T.browser],-20.052152145788565,0.129604967050534,0.0,1.9564149498383815e-09,1.5175359830638145e-09,2.52221990033047e-09,2253,0.0,话题转移,adjudicated_plus_high
is_author,2.3101300684735944,0.6080018147675116,0.00014496216906941263,10.07573510527309,3.0600966839562296,33.175565479317584,2253,0.00021085406410096383,话题转移,adjudicated_plus_high
source_negative,-21.639274170118696,0.6730640561811945,8.721035636827444e-227,4.0011297543205483e-10,1.069692484717123e-10,1.4966020178353176e-09,2253,1.744207127365489e-226,话题转移,adjudicated_plus_high
is_author:source_negative,19.783742738652276,1.2100224857737774,4.357174793166917e-60,390814170.8678912,36473578.019297734,4187571509.1715603,2253,7.746088521185631e-60,话题转移,adjudicated_plus_high
log_reply_length,-0.15431570955173474,2.67326098504993e-09,0.0,0.8570014147647252,0.8570014102743879,0.8570014192550627,2253,0.0,话题转移,adjudicated_plus_high
e0,-0.7515520544538663,0.8113299722198025,0.35427914514014136,0.47163398277027413,0.09615836608148597,2.3132528428702046,2253,0.35427914514014136,话题转移,adjudicated_plus_high
e1,2.1542571447260674,0.6472515185511819,0.0008737291312609117,8.621483285238421,2.4245457042013943,30.65727897347622,2253,0.0011649721750145489,话题转移,adjudicated_plus_high
e2,-21.477595254955634,0.20082245221454453,0.0,4.70325901085111e-10,3.17289261494243e-10,6.971759844306464e-10,2253,0.0,话题转移,adjudicated_plus_high
e3,0.48159585234685554,0.3875999173619725,0.21404932935139287,1.6186554772799153,0.7572211064599713,3.4600799314444006,2253,0.24330513857550062,话题转移,adjudicated_plus_high
e4,-20.80297783475566,0.12960496718632045,0.0,9.233822442044537e-10,7.162416037790428e-10,1.1904289899014121e-09,2253,0.0,话题转移,adjudicated_plus_high
e5,-20.6795849342435,0.15860945665406262,0.0,1.044648957039498e-09,7.655248267505468e-10,1.425546769104744e-09,2253,0.0,话题转移,adjudicated_plus_high
e6,-21.59413377435763,0.20082245366587023,0.0,4.185880832802314e-10,2.8238611382034047e-10,6.20483709675943e-10,2253,0.0,话题转移,adjudicated_plus_high
e7,-1.3280296735645345,1.1018511953147716,0.22809856741453183,0.26499888155167606,0.030572388426453736,2.296987930549623,2253,0.24330513857550062,话题转移,adjudicated_plus_high
e8,-20.378848454380083,0.15860945768503387,0.0,1.411167509322857e-09,1.0341117498158762e-09,1.9257045863012806e-09,2253,0.0,话题转移,adjudicated_plus_high
e9,1.3595039041428822,0.823572170558656,0.09879158226973542,3.8942608958085985,0.775150906784707,19.564278119119898,2253,0.12158963971659743,话题转移,adjudicated_plus_high
