term,coef,se,p_value,odds_ratio,ci_low,ci_high,n,p_fdr_bh,strategy,scope
Intercept,0.2732646386803282,0.26610719514514636,0.3044690408834033,1.314247999664274,0.7801216079644065,2.2140750711014174,5411,0.6959292363049219,其他,full_hybrid
C(reply_source_type)[T.browser],-21.466293372119186,0.49317191959723544,0.0,4.756716207611009e-10,1.8093010227392793e-10,1.250557469176301e-09,5411,0.0,其他,full_hybrid
is_author,-0.7790578687562846,0.16861841676334183,3.832929515573417e-06,0.4588380934378596,0.32970730731835485,0.6385433119515505,5411,2.0442290749724893e-05,其他,full_hybrid
source_negative,0.18678911104257734,0.11071944893734574,0.09159397303775048,1.2053730583764815,0.9702310801721808,1.4975032644821389,5411,0.3663758921510019,其他,full_hybrid
is_author:source_negative,-0.4919335392322863,0.3235346290992482,0.128386029656642,0.6114430014533462,0.32430806005844504,1.152800654904788,5411,0.3731403874087064,其他,full_hybrid
log_reply_length,-0.4162600416496198,0.07307206439049817,1.2224258029045352e-08,0.6595087484410347,0.5715054337862674,0.7610632612688756,5411,9.779406423236282e-08,其他,full_hybrid
e0,0.013460911113517318,0.11689247275895268,0.9083211919675137,1.013551917060042,0.8060187002080027,1.2745206634920285,5411,0.9688759380986813,其他,full_hybrid
e1,-0.09873180496018856,0.1151273207708833,0.3911200218370634,0.9059856563024912,0.7229744808294544,1.1353236264773228,5411,0.7397518938441764,其他,full_hybrid
e2,-0.31231666649723855,0.2115879813560713,0.1399276452782649,0.7317497708985529,0.48334281752861985,1.107821835334046,5411,0.3731403874087064,其他,full_hybrid
e3,0.013106179614507173,0.11024653556128608,0.9053699134873112,1.013192442031506,0.8162969914822737,1.257580188707652,5411,0.9688759380986813,其他,full_hybrid
e4,0.017604003357830196,0.1454890555191448,0.9036919735495386,1.017759867090194,0.7652485886483706,1.3535930185627725,5411,0.9688759380986813,其他,full_hybrid
e5,-0.10033283165654276,0.18489260569052057,0.5873676060626443,0.9045363096112004,0.6295674146794955,1.2996001958290313,5411,0.8543528815456644,其他,full_hybrid
e6,-0.006764644765527428,0.27566781531390566,0.9804225822682643,0.9932581839388442,0.5786406907000252,1.7049644724569457,5411,0.9804225822682643,其他,full_hybrid
e7,0.09722707684407057,0.11956289394695795,0.4161104402873492,1.1021106090075146,0.8718689131832553,1.3931541498046411,5411,0.7397518938441764,其他,full_hybrid
e8,0.08272795440889123,0.14336095883505728,0.563898549732768,1.086246259842851,0.8201569743521847,1.438664760431467,5411,0.8543528815456644,其他,full_hybrid
e9,-0.016183683169347485,0.1323387823609288,0.9026695101353863,0.9839465690310646,0.7591410390896896,1.275324084532361,5411,0.9688759380986813,其他,full_hybrid
