term,coef,se,p_value,odds_ratio,ci_low,ci_high,n,p_fdr_bh,strategy,scope
Intercept,0.04564015598169386,0.35768329553207484,0.8984660456282038,1.04669769527694,0.5192244083376163,2.110024197062938,1010,0.8984660456282038,反讽与情绪,adjudicated
C(reply_source_type)[T.browser],-0.9738256719254564,0.8405922473586213,0.24666026837529842,0.3776355613181704,0.07270199329370193,1.9615503057251613,1010,0.6577607156674624,反讽与情绪,adjudicated
is_author,0.20952359695840045,0.2633665029093086,0.42628839358929127,1.2330904719520948,0.7358899111051517,2.0662222556299907,1010,0.807740291809866,反讽与情绪,adjudicated
source_negative,0.3709980106774926,0.23161774456735953,0.10920680791573426,1.4491801904970067,0.9203762099430035,2.281809549009308,1010,0.436827231662937,反讽与情绪,adjudicated
is_author:source_negative,0.2459476205261741,0.32010691663320906,0.44229139104862036,1.2788325872093698,0.682862377985813,2.3949376021160553,1010,0.807740291809866,反讽与情绪,adjudicated
log_reply_length,-0.3733928879850155,0.09790753613040566,0.00013688512514490193,0.6883947176928296,0.5681944036902093,0.8340231517059488,1010,0.002190162002318431,反讽与情绪,adjudicated
e0,-0.4454939080804766,0.19146584809469808,0.019978367487768822,0.6405078458943545,0.44009398599493604,0.9321879273691023,1010,0.15982693990215058,反讽与情绪,adjudicated
e1,-0.12520837828452241,0.26439851014541926,0.6358141913349329,0.8823130285522816,0.5254871939814698,1.4814372058333176,1010,0.807740291809866,反讽与情绪,adjudicated
e2,-0.18867022235883682,0.28860561541995233,0.5132856079294796,0.8280595371935007,0.47032222758480446,1.4578996205606254,1010,0.807740291809866,反讽与情绪,adjudicated
e3,0.03819146000117159,0.21849208047315208,0.861240225305737,1.038930127401127,0.6770209794337121,1.5943018642118822,1010,0.8984660456282038,反讽与情绪,adjudicated
e4,0.12311740974878617,0.29303375606556825,0.6743776803102776,1.1310172055982126,0.6368451458246591,2.0086514402221547,1010,0.807740291809866,反讽与情绪,adjudicated
e5,-0.12660467937558417,0.33654102787569895,0.7067727553336327,0.8810819136114445,0.4555612544153578,1.704063572064469,1010,0.807740291809866,反讽与情绪,adjudicated
e6,-0.34504525076299536,0.5818112489206553,0.5531452873507572,0.7081883066815129,0.22641282230196025,2.2151160549182665,1010,0.807740291809866,反讽与情绪,adjudicated
e7,0.26284927080082365,0.22416195026551783,0.2409616762600365,1.3006306611582978,0.8381919464216242,2.0182013487089128,1010,0.6577607156674624,反讽与情绪,adjudicated
e8,-0.10790069815474387,0.2702876335700744,0.6897407326353429,0.8977167369329482,0.5285253758600803,1.5247997098684047,1010,0.807740291809866,反讽与情绪,adjudicated
e9,-0.4885709194224879,0.285184423165366,0.0866802880139914,0.613502512538372,0.3508023256915616,1.0729271311098068,1010,0.436827231662937,反讽与情绪,adjudicated
